N_img,x_wp,y_wp,class
img91,745,731,1
img91,55,602,0
img91,745,714,1
img91,56,582,0
img91,745,694,1
img91,66,567,0
img91,746,676,1
img91,69,551,0
img91,739,658,1
img91,58,532,0
img91,743,642,1
img91,59,515,0
img91,744,625,1
img91,58,495,0
img91,744,605,1
img91,57,479,0
img91,746,588,1
img91,60,463,0
img91,742,572,1
img91,60,443,0
img91,743,553,1
img91,56,422,0
img91,742,533,1
img91,57,404,0
img91,740,515,1
img91,60,388,0
img91,740,497,1
img91,60,370,0
img91,741,480,1
img91,60,353,0
img91,743,464,1
img91,59,336,0
img91,743,447,1
img91,60,318,0
img91,745,429,1
img91,63,302,0
img91,738,410,1
img91,58,284,0
img91,740,394,1
img91,54,264,0
img91,741,375,1
img91,54,246,0
img91,741,357,1
img91,56,229,0
img91,742,340,1
img91,59,212,0
img91,742,322,1
img91,61,195,0
img91,740,304,1
img91,63,177,0
img91,741,286,1
img91,61,159,0
img91,745,270,1
img91,62,143,0
img91,737,252,1
img91,59,126,0
img91,739,234,1
img91,65,109,0
img91,737,216,1
img91,63,91,0
img91,741,199,1
img91,56,71,0
img91,744,181,1
img91,71,55,0
img91,745,163,1
img91,183,55,0
img91,743,144,1
img91,274,52,0
img91,748,129,1
img91,390,54,0
img91,742,111,1
img92,280,92,0
img92,146,336,1
img92,296,92,0
img92,154,353,1
img92,314,92,0
img92,153,387,1
img92,331,95,0
img92,163,401,1
img92,349,94,0
img92,167,427,1
img92,363,97,0
img92,168,452,1
img92,381,96,0
img92,173,474,1
img92,398,98,0
img92,182,492,1
img92,419,93,0
img92,188,516,1
img92,431,103,0
img92,194,537,1
img92,448,108,0
img92,197,565,1
img92,474,92,0
img92,202,587,1
img92,495,84,0
img92,209,606,1
img92,510,87,0
img92,214,630,1
img92,528,86,0
img92,220,651,1
img92,546,90,0
img92,227,672,1
img92,566,84,0
img92,231,698,1
img92,580,90,0
img92,238,715,1
img92,600,85,0
img92,259,710,1
img92,618,82,0
img92,274,710,1
img92,631,90,0
img92,295,702,1
img92,639,110,0
img92,321,693,1
img92,642,135,0
img92,336,698,1
img92,641,172,0
img92,351,702,1
img92,650,187,0
img92,371,698,1
img92,656,205,0
img92,388,694,1
img92,649,253,0
img92,408,691,1
img92,657,272,0
img92,426,693,1
img92,663,291,0
img92,447,686,1
img92,667,318,0
img92,470,680,1
img92,672,340,0
img92,487,680,1
img92,669,379,0
img92,505,680,1
img92,679,394,0
img92,527,673,1
img92,682,418,0
img92,544,670,1
img93,270,66,0
img93,213,729,1
img93,285,73,0
img93,229,731,1
img93,300,81,0
img93,245,728,1
img93,316,79,0
img93,261,729,1
img93,331,75,0
img93,276,726,1
img93,348,72,0
img93,293,726,1
img93,365,71,0
img93,310,728,1
img93,380,73,0
img93,324,733,1
img93,397,75,0
img93,341,728,1
img93,413,73,0
img93,358,725,1
img93,428,75,0
img93,373,728,1
img93,445,71,0
img93,388,730,1
img93,460,70,0
img93,404,728,1
img93,475,74,0
img93,420,729,1
img93,493,74,0
img93,436,730,1
img93,510,66,0
img93,454,730,1
img93,524,73,0
img93,470,725,1
img93,539,75,0
img93,484,725,1
img93,555,72,0
img93,500,727,1
img93,572,74,0
img93,517,725,1
img93,588,70,0
img93,531,727,1
img94,468,55,0
img94,61,168,1
img94,532,56,0
img94,66,185,1
img94,588,58,0
img94,64,205,1
img94,638,64,0
img94,64,223,1
img94,730,57,0
img94,62,243,1
img94,740,73,0
img94,63,262,1
img94,744,92,0
img94,58,282,1
img94,746,108,0
img94,60,298,1
img94,742,128,0
img94,67,314,1
img94,743,146,0
img94,65,334,1
img94,741,165,0
img94,59,355,1
img94,739,185,0
img94,57,374,1
img94,741,202,0
img94,61,391,1
img94,738,222,0
img94,78,406,1
img94,739,240,0
img94,81,423,1
img94,734,260,0
img94,57,447,1
img94,732,280,0
img94,63,466,1
img94,737,298,0
img94,60,487,1
img94,740,316,0
img94,62,504,1
img94,743,334,0
img94,62,523,1
img94,747,350,0
img94,60,541,1
img94,743,368,0
img94,61,559,1
img94,737,391,0
img94,64,578,1
img94,725,413,0
img94,64,596,1
img94,729,430,0
img94,65,615,1
img94,735,447,0
img94,62,636,1
img94,735,467,0
img94,67,653,1
img94,739,485,0
img94,64,674,1
img94,743,502,0
img94,63,691,1
img94,740,521,0
img94,62,709,1
img94,739,540,0
img94,60,728,1
img94,737,560,0
img94,79,743,1
img94,719,584,0
img94,140,745,1
img94,724,601,0
img94,208,744,1
img94,749,612,0
img94,279,743,1
img94,749,632,0
img94,333,747,1
img95,347,76,0
img95,186,218,1
img95,363,79,0
img95,175,246,1
img95,383,79,0
img95,177,260,1
img95,399,83,0
img95,168,288,1
img95,418,84,0
img95,163,311,1
img95,435,87,0
img95,156,334,1
img95,450,92,0
img95,158,350,1
img95,466,95,0
img95,146,378,1
img95,486,95,0
img95,137,404,1
img95,507,93,0
img95,140,419,1
img95,521,99,0
img95,130,446,1
img95,542,98,0
img95,121,472,1
img95,553,105,0
img95,126,486,1
img95,574,105,0
img95,114,515,1
img95,598,103,0
img95,112,533,1
img95,609,109,0
img95,103,557,1
img95,624,114,0
img95,104,574,1
img95,646,112,0
img95,93,602,1
img95,660,118,0
img95,86,626,1
img95,674,124,0
img95,83,648,1
img95,683,132,0
img95,81,667,1
img95,714,123,0
img95,78,687,1
img95,729,128,0
img95,76,708,1
img95,735,139,0
img95,75,725,1
img95,732,158,0
img95,92,727,1
img95,727,180,0
img95,110,729,1
img95,718,208,0
img95,132,727,1
img95,719,225,0
img95,145,734,1
img95,716,244,0
img95,163,734,1
img95,711,266,0
img95,194,725,1
img95,703,292,0
img95,205,732,1
img95,702,311,0
img95,231,728,1
img95,698,331,0
img95,249,730,1
img95,692,355,0
img95,282,719,1
img95,698,368,0
img95,292,727,1
img95,691,390,0
img95,305,732,1
img95,687,411,0
img95,325,733,1
img95,684,432,0
img95,340,737,1
img95,683,450,0
img95,357,739,1
img95,679,473,0
img95,382,735,1
img95,673,496,0
img95,401,737,1
img95,674,512,0
img95,418,739,1
img95,662,540,0
img95,463,717,1
img96,394,74,0
img96,73,734,1
img96,413,66,0
img96,88,733,1
img96,425,66,0
img96,99,737,1
img96,435,71,0
img96,112,734,1
img96,449,70,0
img96,127,731,1
img96,455,83,0
img96,137,735,1
img96,466,88,0
img96,149,738,1
img96,491,67,0
img96,163,738,1
img96,507,63,0
img96,175,739,1
img96,518,64,0
img96,191,735,1
img96,529,67,0
img96,201,738,1
img96,545,64,0
img96,215,738,1
img96,558,62,0
img96,231,737,1
img96,569,69,0
img96,243,737,1
img96,580,72,0
img96,256,735,1
img96,593,73,0
img96,272,730,1
img96,609,68,0
img96,286,731,1
img96,624,61,0
img96,297,731,1
img96,634,70,0
img96,312,731,1
img96,646,74,0
img96,325,734,1
img96,660,72,0
img96,337,734,1
img96,676,66,0
img96,353,730,1
img96,686,70,0
img96,364,732,1
img96,700,68,0
img96,374,738,1
img96,712,72,0
img96,392,730,1
img96,725,71,0
img96,405,731,1
img97,230,81,0
img97,248,723,1
img97,244,80,0
img97,262,726,1
img97,257,78,0
img97,275,721,1
img97,272,81,0
img97,290,722,1
img97,285,82,0
img97,303,722,1
img97,298,80,0
img97,315,716,1
img97,312,81,0
img97,329,713,1
img97,325,79,0
img97,343,717,1
img97,338,81,0
img97,356,725,1
img97,351,82,0
img97,369,715,1
img97,365,80,0
img97,383,712,1
img97,379,77,0
img97,396,716,1
img97,391,75,0
img97,410,709,1
img97,404,70,0
img97,422,708,1
img97,418,81,0
img97,436,713,1
img97,432,80,0
img97,449,712,1
img97,445,71,0
img97,462,708,1
img97,458,69,0
img97,476,709,1
img97,471,70,0
img97,489,711,1
img97,484,71,0
img97,502,712,1
img97,497,73,0
img97,516,709,1
img97,512,80,0
img97,529,706,1
img97,525,81,0
img97,542,705,1
img97,538,81,0
img97,555,705,1
img97,551,79,0
img97,569,702,1
img98,723,87,0
img98,86,316,1
img98,716,109,0
img98,77,339,1
img98,710,129,0
img98,79,357,1
img98,712,146,0
img98,76,374,1
img98,722,164,0
img98,82,394,1
img98,724,183,0
img98,78,417,1
img98,719,206,0
img98,77,439,1
img98,726,225,0
img98,75,460,1
img98,717,247,0
img98,79,478,1
img98,722,266,0
img98,79,497,1
img98,725,283,0
img98,77,516,1
img98,725,301,0
img98,76,535,1
img98,720,324,0
img98,81,556,1
img98,720,347,0
img98,82,577,1
img98,712,369,0
img98,79,597,1
img98,720,387,0
img98,74,620,1
img98,725,401,0
img98,72,637,1
img98,701,430,0
img98,80,653,1
img98,705,449,0
img98,85,673,1
img98,728,461,0
img98,75,696,1
img98,722,484,0
img98,78,716,1
img99,118,504,0
img99,460,709,1
img99,122,489,0
img99,497,714,1
img99,124,474,0
img99,538,721,1
img99,130,458,0
img99,562,718,1
img99,135,442,0
img99,612,730,1
img99,141,429,0
img99,638,728,1
img99,150,419,0
img99,647,716,1
img99,157,407,0
img99,651,702,1
img99,150,382,0
img99,651,681,1
img99,153,366,0
img99,653,664,1
img99,154,350,0
img99,655,650,1
img99,160,336,0
img99,662,636,1
img99,167,321,0
img99,664,619,1
img99,175,308,0
img99,665,603,1
img99,176,293,0
img99,665,586,1
img99,173,273,0
img99,669,571,1
img99,175,256,0
img99,668,554,1
img99,185,245,0
img99,671,537,1
img99,191,229,0
img99,679,521,1
img99,190,211,0
img99,678,504,1
img99,193,196,0
img99,679,487,1
img99,208,190,0
img99,681,473,1
img99,217,178,0
img99,682,457,1
img99,212,156,0
img99,683,440,1
img99,216,140,0
img99,690,425,1
img99,219,124,0
img99,694,409,1
img99,216,106,0
img99,687,388,1
img99,221,91,0
img99,689,372,1
img99,223,75,0
img99,697,357,1
img99,249,74,0
img99,697,341,1
img99,288,78,0
img99,700,324,1
img99,326,81,0
img99,704,307,1
img100,241,65,0
img100,83,495,1
img100,256,62,0
img100,84,528,1
img100,268,61,0
img100,70,602,1
img100,278,65,0
img100,62,656,1
img100,290,66,0
img100,60,698,1
img100,304,67,0
img100,69,709,1
img100,315,68,0
img100,80,711,1
img100,328,65,0
img100,93,709,1
img100,340,69,0
img100,106,710,1
img100,352,70,0
img100,116,717,1
img100,365,65,0
img100,125,720,1
img100,378,67,0
img100,139,717,1
img100,390,69,0
img100,151,722,1
img100,402,69,0
img100,166,716,1
img100,414,68,0
img100,178,717,1
img100,426,70,0
img100,192,714,1
img100,438,76,0
img100,204,718,1
img100,449,75,0
img100,215,719,1
img100,465,70,0
img100,227,721,1
img100,478,68,0
img100,238,725,1
img100,490,70,0
img100,252,723,1
img100,504,67,0
img100,263,726,1
img100,516,67,0
img100,277,722,1
img100,524,81,0
img100,289,725,1
img100,535,85,0
img100,299,731,1
img100,551,75,0
img100,312,730,1
img100,563,76,0
img100,325,728,1
img100,574,80,0
img100,339,724,1
img100,588,77,0
img100,351,726,1
img100,602,75,0
img100,361,729,1
img100,613,78,0
img100,372,735,1
img100,625,81,0
img100,387,732,1
img100,640,73,0
img100,399,734,1
img100,652,77,0
img100,413,727,1
img100,663,78,0
img100,425,731,1
img100,676,77,0
img100,437,730,1
img100,686,79,0
img100,449,728,1
img100,699,80,0
img100,461,730,1
img100,713,78,0
img100,474,734,1
img100,726,81,0
img100,487,733,1
img100,737,81,0
img100,499,731,1
img100,736,117,0
img100,510,733,1
img100,720,199,0
img100,522,739,1
img100,710,261,0
img100,535,740,1
img100,693,339,0
img100,546,742,1
img100,680,409,0
img100,560,741,1
